university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
Pavlodar State University named after S. Toraigyrov,Ecology,Biology,Geography,315,236,79,0,0,0
Shakarim Semey State University,Ecology,Biology,Geography,315,236,79,0,0,0
Zhetysu State University named after I. Zhansugurov,Ecology,Biology,Geography,315,236,79,0,0,0
Taraz State University named after M. Dulati,Ecology,Biology,Geography,315,236,79,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Ecology,Biology,Geography,315,236,79,0,0,0
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Ecology,Biology,Geography,315,236,79,0,0,0
West Kazakhstan State University named after M. Utemisov,Ecology,Biology,Geography,315,236,79,0,0,0
West Kazakhstan Innovation and Technology University,Ecology,Biology,Geography,315,236,79,0,0,0
Kazakhstan University of Innovation and Telecommunication Systems,Ecology,Biology,Geography,315,236,79,0,0,0
East Kazakhstan State University named after S. Amanzholov,Ecology,Biology,Geography,315,236,79,0,0,0
International University of Humanities and Technology,Ecology,Biology,Geography,315,236,79,0,0,0
Regional Social Innovation University,Ecology,Biology,Geography,315,236,79,0,0,0
South Kazakhstan State University named after M.O. Auezov,Ecology,Biology,Geography,315,236,79,0,0,0
Caspian State University of Technology and Engineering named after S. Yesenov,Economy,Maths,Geography,160,120,40,0,0,0
Aktobe State Regional University named after K.Zhubanov,Economy,Maths,Geography,160,120,40,0,0,0
Aktobe University S. Baisheva,Economy,Maths,Geography,160,120,40,0,0,0
Almaty Academy of Economics and Statistics,Economy,Maths,Geography,160,120,40,0,0,0
Almaty Technological University,Economy,Maths,Geography,160,120,40,0,0,0
Almaty Management University,Economy,Maths,Geography,160,120,40,0,0,0
Eurasian Technical University,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh Automobile and Road Academy named after L. Goncharov,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh Academy of Transport and Communications named after M. Tynyshpayev,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh Academy of Labor and Social Relations,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh State Women's Pedagogical University,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh National Agrarian University,Economy,Maths,Geography,160,120,40,0,0,0
Al-Farabi Kazakh National University,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh University of International Relations and World Languages ​​named after Abylay Khan,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh University of Railways,Economy,Maths,Geography,160,120,40,0,0,0
Kazakhstan Engineering and Technology University,Economy,Maths,Geography,160,120,40,0,0,0
"Kazakhstan Institute of Management, Economics and FRudnycasting",Economy,Maths,Geography,160,120,40,0,0,0
Kazakh-British Technical University,Economy,Maths,Geography,160,120,40,0,0,0
Caspian Public University,Economy,Maths,Geography,160,120,40,0,0,0
International Education Corporation,Economy,Maths,Geography,160,120,40,0,0,0
University of Narxoz,Economy,Maths,Geography,160,120,40,0,0,0
University of Turan,Economy,Maths,Geography,160,120,40,0,0,0
University named after Suleiman Demirel,Economy,Maths,Geography,160,120,40,0,0,0
University of FRudnyign Languages ​​and Business Careers,Economy,Maths,Geography,160,120,40,0,0,0
University of International Business,Economy,Maths,Geography,160,120,40,0,0,0
Central Asian University,Economy,Maths,Geography,160,120,40,0,0,0
Eurasian National University named after L. N. Gumilyov,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh Agrotechnical University named after S. Seifullin,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh Humanitarian Law University,Economy,Maths,Geography,160,120,40,0,0,0
"Kazakh University of Economics, Finance and International Trade",Economy,Maths,Geography,160,120,40,0,0,0
Astana University,Economy,Maths,Geography,160,120,40,0,0,0
"University ""Turan — Astana""",Economy,Maths,Geography,160,120,40,0,0,0
Financial Academy,Economy,Maths,Geography,160,120,40,0,0,0
Atyrau State University named after H. Dosmukhamedov,Economy,Maths,Geography,160,120,40,0,0,0
Atyrau State University named after H. Dosmukhamedov,Economy,Maths,Geography,160,120,40,0,0,0
Atyrau University of Oil and Gas,Economy,Maths,Geography,160,120,40,0,0,0
Zhezkazgan University named after O. A. Baikonurov,Economy,Maths,Geography,160,120,40,0,0,0
Karaganda State Industrial University,Economy,Maths,Geography,160,120,40,0,0,0
Karaganda State Technical University,Economy,Maths,Geography,160,120,40,0,0,0
Karaganda State University named after E. A. Buketov,Economy,Maths,Geography,160,120,40,0,0,0
Central Kazakhstan Academy,Economy,Maths,Geography,160,120,40,0,0,0
Humanitarian Technical Academy,Economy,Maths,Geography,160,120,40,0,0,0
Kokshetau State University named after Sh. Ualikhanov,Economy,Maths,Geography,160,120,40,0,0,0
Kostanay State University named after A. Baitursynov,Economy,Maths,Geography,160,120,40,0,0,0
Kostanay Engineering and Economic University named after M. Dulatov,Economy,Maths,Geography,160,120,40,0,0,0
"Humanitarian and Technical Institute ""Akmeshit""",Economy,Maths,Geography,160,120,40,0,0,0
University Bolashak,Economy,Maths,Geography,160,120,40,0,0,0
Innovative Eurasian University,Economy,Maths,Geography,160,120,40,0,0,0
Pavlodar State University named after S. Toraigyrov,Economy,Maths,Geography,160,120,40,0,0,0
Rudny Industrial Institute,Economy,Maths,Geography,160,120,40,0,0,0
Shakarim Semey State University,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh Humanitarian Law Innovation University,Economy,Maths,Geography,160,120,40,0,0,0
Zhetysu State University named after I. Zhansugurov,Economy,Maths,Geography,160,120,40,0,0,0
Taraz State University named after M. Dulati,Economy,Maths,Geography,160,120,40,0,0,0
Taraz University of Humanities and Innovation,Economy,Maths,Geography,160,120,40,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Economy,Maths,Geography,160,120,40,0,0,0
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Economy,Maths,Geography,160,120,40,0,0,0
West Kazakhstan State University named after M. Utemisov,Economy,Maths,Geography,160,120,40,0,0,0
West Kazakhstan Innovation and Technology University,Economy,Maths,Geography,160,120,40,0,0,0
Kazakhstan University of Innovation and Telecommunication Systems,Economy,Maths,Geography,160,120,40,0,0,0
East Kazakhstan State Technical University named after D. Serikbayev,Economy,Maths,Geography,160,120,40,0,0,0
East Kazakhstan State University named after S. Amanzholov,Economy,Maths,Geography,160,120,40,0,0,0
Kazakh-American Free University,Economy,Maths,Geography,160,120,40,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Economy,Maths,Geography,160,120,40,0,0,0
International University of Humanities and Technology,Economy,Maths,Geography,160,120,40,0,0,0
Regional Social Innovation University,Economy,Maths,Geography,160,120,40,0,0,0
Miras University,Economy,Maths,Geography,160,120,40,0,0,0
Shymkent University,Economy,Maths,Geography,160,120,40,0,0,0
South Kazakhstan State University named after M.O. Auezov,Economy,Maths,Geography,160,120,40,0,0,0
South Kazakhstan Pedagogical University,Economy,Maths,Geography,160,120,40,0,0,0
Almaty University of Energy and Communications,Energy supply for agriculture,Maths,Physics,58,44,14,0,0,0
Kazakh National Agrarian University,Energy supply for agriculture,Maths,Physics,58,44,14,0,0,0
Kazakh Agrotechnical University named after S. Seifullin,Energy supply for agriculture,Maths,Physics,58,44,14,0,0,0
Taraz State University named after M. Dulati,Energy supply for agriculture,Maths,Physics,58,44,14,0,0,0
Caspian State University of Technology and Engineering named after S. Yesenov,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Eurasian Technical University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Kazakh National Agrarian University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Kazakh National Research Technical University named after K.I.Satpayev,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Kazakh University of Railways,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Central Asian University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Astana University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Karaganda State Technical University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Temirtau,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Kokshetau State University named after Sh. Ualikhanov,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Kostanay Engineering and Economic University named after M. Dulatov,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Innovative Eurasian University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Pavlodar State University named after S. Toraigyrov,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Shakarim Semey State University,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Taraz State University named after M. Dulati,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
East Kazakhstan State Technical University named after D. Serikbayev,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
South Kazakhstan State University named after M.O. Auezov,Mechanical engineer,Maths,Physics,600,413,137,0,38,12
Military Institute of the Air Defense Forces of the Ministry of Defense of the Republic of Kazakhstan,Engineering systems and networks,Maths,Physics,370,278,92,0,0,0
Military Engineering Institute of Radio Electronics and Communications of the Ministry of Defense of the Republic of Kazakhstan,Engineering systems and networks,Maths,Physics,370,278,92,0,0,0
Kazakh National Research Technical University named after K.I.Satpayev,Engineering systems and networks,Maths,Physics,370,278,92,0,0,0
International Education Corporation,Engineering systems and networks,Maths,Physics,370,278,92,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Engineering systems and networks,Maths,Physics,370,278,92,0,0,0
Mangistau University of Humanities and Technology,Finance,Maths,Geography,110,83,27,0,0,0
Aktobe State Regional University named after K.Zhubanov,Finance,Maths,Geography,110,83,27,0,0,0
Aktobe University S. Baisheva,Finance,Maths,Geography,110,83,27,0,0,0
Almaty Academy of Economics and Statistics,Finance,Maths,Geography,110,83,27,0,0,0
Almaty Technological University,Finance,Maths,Geography,110,83,27,0,0,0
Almaty Management University,Finance,Maths,Geography,110,83,27,0,0,0
Eurasian Technical University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh Automobile and Road Academy named after L. Goncharov,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh Academy of Transport and Communications named after M. Tynyshpayev,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh Academy of Labor and Social Relations,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh National Agrarian University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh National Pedagogical University named after Abay,Finance,Maths,Geography,110,83,27,0,0,0
Al-Farabi Kazakh National University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh University of Railways,Finance,Maths,Geography,110,83,27,0,0,0
Kazakhstan Engineering and Technology University,Finance,Maths,Geography,110,83,27,0,0,0
"Kazakhstan Institute of Management, Economics and FRudnycasting",Finance,Maths,Geography,110,83,27,0,0,0
Kazakh-British Technical University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh-German University,Finance,Maths,Geography,110,83,27,0,0,0
Caspian Public University,Finance,Maths,Geography,110,83,27,0,0,0
International Education Corporation,Finance,Maths,Geography,110,83,27,0,0,0
International University of Information Technology,Finance,Maths,Geography,110,83,27,0,0,0
University of Narxoz,Finance,Maths,Geography,110,83,27,0,0,0
University of Turan,Finance,Maths,Geography,110,83,27,0,0,0
University named after Suleiman Demirel,Finance,Maths,Geography,110,83,27,0,0,0
University of International Business,Finance,Maths,Geography,110,83,27,0,0,0
Central Asian University,Finance,Maths,Geography,110,83,27,0,0,0
Eurasian Humanities Institute,Finance,Maths,Geography,110,83,27,0,0,0
Eurasian National University named after L. N. Gumilyov,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh Agrotechnical University named after S. Seifullin,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh Humanitarian Law University,Finance,Maths,Geography,110,83,27,0,0,0
"Kazakh University of Economics, Finance and International Trade",Finance,Maths,Geography,110,83,27,0,0,0
Astana University,Finance,Maths,Geography,110,83,27,0,0,0
"University ""Turan — Astana""",Finance,Maths,Geography,110,83,27,0,0,0
Financial Academy,Finance,Maths,Geography,110,83,27,0,0,0
Atyrau State University named after H. Dosmukhamedov,Finance,Maths,Geography,110,83,27,0,0,0
Atyrau State University named after H. Dosmukhamedov,Finance,Maths,Geography,110,83,27,0,0,0
Zhezkazgan University named after O. A. Baikonurov,Finance,Maths,Geography,110,83,27,0,0,0
Syrdaria University,Finance,Maths,Geography,110,83,27,0,0,0
"Academy ""Bolashak""",Finance,Maths,Geography,110,83,27,0,0,0
Karaganda State University named after E. A. Buketov,Finance,Maths,Geography,110,83,27,0,0,0
Karaganda Economic University of Kazpotrebsoyuz,Finance,Maths,Geography,110,83,27,0,0,0
Central Kazakhstan Academy,Finance,Maths,Geography,110,83,27,0,0,0
Humanitarian Technical Academy,Finance,Maths,Geography,110,83,27,0,0,0
Kokshetau State University named after Sh. Ualikhanov,Finance,Maths,Geography,110,83,27,0,0,0
Kokshetau University named after A. Myrzakhmetov,Finance,Maths,Geography,110,83,27,0,0,0
Kostanay State University named after A. Baitursynov,Finance,Maths,Geography,110,83,27,0,0,0
Kostanay Engineering and Economic University named after M. Dulatov,Finance,Maths,Geography,110,83,27,0,0,0
Kostanay socio-technical university named after Z. Aldamzhar,Finance,Maths,Geography,110,83,27,0,0,0
Kyzylorda State University named after Korkyt Ata,Finance,Maths,Geography,110,83,27,0,0,0
University Bolashak,Finance,Maths,Geography,110,83,27,0,0,0
Innovative Eurasian University,Finance,Maths,Geography,110,83,27,0,0,0
Pavlodar State University named after S. Toraigyrov,Finance,Maths,Geography,110,83,27,0,0,0
Shakarim Semey State University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh Humanitarian Law Innovation University,Finance,Maths,Geography,110,83,27,0,0,0
Academy of Economics and Law named after O. A. Dzholdasbekov,Finance,Maths,Geography,110,83,27,0,0,0
Zhetysu State University named after I. Zhansugurov,Finance,Maths,Geography,110,83,27,0,0,0
Taraz State University named after M. Dulati,Finance,Maths,Geography,110,83,27,0,0,0
Taraz University of Humanities and Innovation,Finance,Maths,Geography,110,83,27,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Finance,Maths,Geography,110,83,27,0,0,0
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Finance,Maths,Geography,110,83,27,0,0,0
West Kazakhstan State University named after M. Utemisov,Finance,Maths,Geography,110,83,27,0,0,0
West Kazakhstan Innovation and Technology University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakhstan University of Innovation and Telecommunication Systems,Finance,Maths,Geography,110,83,27,0,0,0
East Kazakhstan State Technical University named after D. Serikbayev,Finance,Maths,Geography,110,83,27,0,0,0
East Kazakhstan State University named after S. Amanzholov,Finance,Maths,Geography,110,83,27,0,0,0
Kazakh-American Free University,Finance,Maths,Geography,110,83,27,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Finance,Maths,Geography,110,83,27,0,0,0
International University of Humanities and Technology,Finance,Maths,Geography,110,83,27,0,0,0
Regional Social Innovation University,Finance,Maths,Geography,110,83,27,0,0,0
Miras University,Finance,Maths,Geography,110,83,27,0,0,0
Shymkent University,Finance,Maths,Geography,110,83,27,0,0,0
South Kazakhstan State University named after M.O. Auezov,Finance,Maths,Geography,110,83,27,0,0,0
South Kazakhstan Humanitarian Institute named after M. Saparbayev,Finance,Maths,Geography,110,83,27,0,0,0
South Kazakhstan Pedagogical University,Finance,Maths,Geography,110,83,27,0,0,0
Aktobe State Regional University named after K.Zhubanov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kazakh State Women's Pedagogical University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kazakh National Pedagogical University named after Abay,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Arkalyk State Pedagogical Institute named after I. Altynsarin,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Atyrau State University named after H. Dosmukhamedov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Zhezkazgan University named after O. A. Baikonurov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Syrdaria University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Karaganda State University named after E. A. Buketov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kokshetau State University named after Sh. Ualikhanov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kostanay State Pedagogical Institute,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
"Humanitarian and Technical Institute ""Akmeshit""",Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kyzylorda State University named after Korkyt Ata,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
University Bolashak,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Pavlodar State Pedagogical Institute,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Pavlodar State University named after S. Toraigyrov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Shakarim Semey State University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Zhetysu State University named after I. Zhansugurov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Taraz State Pedagogical University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Taraz University of Humanities and Innovation,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
West Kazakhstan State University named after M. Utemisov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Regional Social Innovation University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Shymkent University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
South Kazakhstan State Pedagogical Institute,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
South Kazakhstan State University named after M.O. Auezov,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
South Kazakhstan Pedagogical University,Fine Art and Drawing,Creative exam,Creative exam,15,38,12,0,0,0
Kokshetau Technical Institute of the Ministry of Emergencies of the Republic of Kazakhstan,Fire safety,Maths,Physics,103,,,0,,
Kazakh National Agrarian University,Fisheries and industrial fishing,Biology,Chemistry,13,23,7,0,0,0
Al-Farabi Kazakh National University,Fisheries and industrial fishing,Biology,Chemistry,13,23,7,0,0,0
Kazakh Agrotechnical University named after S. Seifullin,Fisheries and industrial fishing,Biology,Chemistry,13,23,7,0,0,0
Atyrau State University named after H. Dosmukhamedov,Fisheries and industrial fishing,Biology,Chemistry,13,23,7,0,0,0
Atyrau University of Oil and Gas,Fisheries and industrial fishing,Biology,Chemistry,13,23,7,0,0,0
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Fisheries and industrial fishing,Biology,Chemistry,13,23,7,0,0,0
Almaty Technological University,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Kazakh National Agrarian University,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Kazakhstan Engineering and Technology University,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Central Asian University,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Kazakh Agrotechnical University named after S. Seifullin,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Kazakh University of Technology and Business,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Atyrau University of Oil and Gas,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Kostanay State University named after A. Baitursynov,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Innovative Eurasian University,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Pavlodar State University named after S. Toraigyrov,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Shakarim Semey State University,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Taraz State University named after M. Dulati,Food Technology,Biology,Chemistry,500,330,110,0,45,15
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Food Technology,Biology,Chemistry,500,330,110,0,45,15
South Kazakhstan State University named after M.O. Auezov,Food Technology,Biology,Chemistry,500,330,110,0,45,15
Aktobe State Regional University named after K.Zhubanov,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Kazakh National Pedagogical University named after Abay,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Al-Farabi Kazakh National University,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Kazakh University of International Relations and World Languages ​​named after Abylay Khan,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
University named after Suleiman Demirel,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Karaganda State University named after E. A. Buketov,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Central Kazakhstan Academy,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Kostanay State University named after A. Baitursynov,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Kostanay socio-technical university named after Z. Aldamzhar,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Pavlodar State University named after S. Toraigyrov,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Shakarim Semey State University,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Taraz State University named after M. Dulati,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
South Kazakhstan State University named after M.O. Auezov,Foreign philology,Foreign language,The World History,75,58,19,0,0,0
Kazakh National Agrarian University,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
Kazakh Agrotechnical University named after S. Seifullin,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
Kokshetau State University named after Sh. Ualikhanov,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
Pavlodar State University named after S. Toraigyrov,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
Shakarim Semey State University,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
East Kazakhstan State Technical University named after D. Serikbayev,Forest Resources and Forestry,Biology,Geography,100,68,22,0,8,2
Mangistau University of Humanities and Technology,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Aktobe State Regional University named after K.Zhubanov,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Aktobe University S. Baisheva,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kazakh State Women's Pedagogical University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kazakh National Pedagogical University named after Abay,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Central Asian University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Arkalyk State Pedagogical Institute named after I. Altynsarin,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Astana University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kokshetau State University named after Sh. Ualikhanov,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kostanay State Pedagogical Institute,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kostanay socio-technical university named after Z. Aldamzhar,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
University Bolashak,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Innovative Eurasian University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Pavlodar State Pedagogical Institute,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Shakarim Semey State University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Academy of Economics and Law named after O. A. Dzholdasbekov,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Zhetysu State University named after I. Zhansugurov,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Taraz State Pedagogical University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
West Kazakhstan State University named after M. Utemisov,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
West Kazakhstan Innovation and Technology University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kazakh-American Free University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Regional Social Innovation University,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
South Kazakhstan State Pedagogical Institute,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
South Kazakhstan State University named after M.O. Auezov,Fundamentals of Law and Economics,The World History,Geography,20,15,5,0,0,0
Aktobe State Regional University named after K.Zhubanov,Geography,Biology,Geography,20,15,5,0,0,0
Kazakh State Women's Pedagogical University,Geography,Geography,Maths,200,150,15,0,0,0
Kazakh National Pedagogical University named after Abay,Geography,Biology,Geography,20,15,5,0,0,0
Kazakh National Pedagogical University named after Abay,Geography,Geography,Maths,200,150,15,0,0,0
Al-Farabi Kazakh National University,Geography,Biology,Geography,20,15,5,0,0,0
Al-Farabi Kazakh National University,Geography,Geography,Maths,200,150,15,0,0,0
Central Asian University,Geography,Biology,Geography,20,15,5,0,0,0
Arkalyk State Pedagogical Institute named after I. Altynsarin,Geography,Biology,Geography,20,15,5,0,0,0
Eurasian National University named after L. N. Gumilyov,Geography,Biology,Geography,20,15,5,0,0,0
Atyrau State University named after H. Dosmukhamedov,Geography,Biology,Geography,20,15,5,0,0,0
Syrdaria University,Geography,Biology,Geography,20,15,5,0,0,0
Karaganda State University named after E. A. Buketov,Geography,Biology,Geography,20,15,5,0,0,0
Kokshetau State University named after Sh. Ualikhanov,Geography,Biology,Geography,20,15,5,0,0,0
Kostanay State Pedagogical Institute,Geography,Biology,Geography,20,15,5,0,0,0
Kostanay socio-technical university named after Z. Aldamzhar,Geography,Biology,Geography,20,15,5,0,0,0
Kyzylorda State University named after Korkyt Ata,Geography,Biology,Geography,20,15,5,0,0,0
University Bolashak,Geography,Biology,Geography,20,15,5,0,0,0
Innovative Eurasian University,Geography,Biology,Geography,20,15,5,0,0,0
Innovative Eurasian University,Geography,Geography,Maths,200,150,15,0,0,0
Pavlodar State Pedagogical Institute,Geography,Biology,Geography,20,15,5,0,0,0
Pavlodar State University named after S. Toraigyrov,Geography,Geography,Maths,200,150,15,0,0,0
Shakarim Semey State University,Geography,Biology,Geography,20,15,5,0,0,0
Zhetysu State University named after I. Zhansugurov,Geography,Biology,Geography,20,15,5,0,0,0
Taraz State Pedagogical University,Geography,Biology,Geography,20,15,5,0,0,0
Taraz State University named after M. Dulati,Geography,Biology,Geography,20,15,5,0,0,0
Taraz University of Humanities and Innovation,Geography,Biology,Geography,20,15,5,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Geography,Biology,Geography,20,15,5,0,0,0
West Kazakhstan State University named after M. Utemisov,Geography,Biology,Geography,20,15,5,0,0,0
West Kazakhstan State University named after M. Utemisov,Geography,Geography,Maths,200,150,15,0,0,0
East Kazakhstan State University named after S. Amanzholov,Geography,Biology,Geography,20,15,5,0,0,0
East Kazakhstan State University named after S. Amanzholov,Geography,Geography,Maths,200,150,15,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Geography,Biology,Geography,20,15,5,0,0,0
International University of Humanities and Technology,Geography,Biology,Geography,20,15,5,0,0,0
Regional Social Innovation University,Geography,Biology,Geography,20,15,5,0,0,0
Shymkent University,Geography,Biology,Geography,20,15,5,0,0,0
South Kazakhstan State Pedagogical Institute,Geography,Biology,Geography,20,15,5,0,0,0
