university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
Rudny Industrial Institute,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
Shakarim Semey State University,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
Taraz State University named after M. Dulati,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
West Kazakhstan Innovation and Technology University,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
East Kazakhstan State Technical University named after D. Serikbayev,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
South Kazakhstan State University named after M.O. Auezov,"Organization of transportation, movement and operation of transport",Maths,Geography,210,101,34,0,56,19
Al-Farabi Kazakh National University,Oriental Studies,Foreign language,The World History,90,68,22,0,0,0
Kazakh University of International Relations and World Languages ​​named after Abylay Khan,Oriental Studies,Foreign language,The World History,90,68,22,0,0,0
West Kazakhstan Innovation and Technology University,Oriental Studies,Foreign language,The World History,90,68,22,0,0,0
Kazakh National Academy of Arts named after T.K. Zhurgenov,Painting,Creative exam,Creative exam,7,5,2,0,0,0
Kazakh National Pedagogical University named after Abay,Painting,Creative exam,Creative exam,7,5,2,0,0,0
Kazakh National University of Arts,Painting,Creative exam,Creative exam,7,5,2,0,0,0
South Kazakhstan State University named after M.O. Auezov,Painting,Creative exam,Creative exam,7,5,2,0,0,0
Caspian State University of Technology and Engineering named after S. Yesenov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Mangistau University of Humanities and Technology,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Aktobe University S. Baisheva,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Eurasian Technical University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kazakh State Women's Pedagogical University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kazakh National Pedagogical University named after Abay,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Central Asian University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Arkalyk State Pedagogical Institute named after I. Altynsarin,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Atyrau State University named after H. Dosmukhamedov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Zhezkazgan University named after O. A. Baikonurov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Syrdaria University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Karaganda State University named after E. A. Buketov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Central Kazakhstan Academy,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kokshetau State University named after Sh. Ualikhanov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kokshetau University named after A. Myrzakhmetov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kostanay State Pedagogical Institute,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kostanay socio-technical university named after Z. Aldamzhar,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kyzylorda State University named after Korkyt Ata,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Innovative Eurasian University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Pavlodar State Pedagogical Institute,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
North Kazakhstan State University named after M. Kozybaev,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Shakarim Semey State University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Zhetysu State University named after I. Zhansugurov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Taraz State Pedagogical University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Taraz University of Humanities and Innovation,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
International Kazakh-Turkish University named after H.A. Yassavi,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
West Kazakhstan State University named after M. Utemisov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
West Kazakhstan Innovation and Technology University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
East Kazakhstan State University named after S. Amanzholov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kazakh-American Free University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
International University of Humanities and Technology,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Regional Social Innovation University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Miras University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Shymkent University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
South Kazakhstan State Pedagogical Institute,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
South Kazakhstan State University named after M.O. Auezov,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
South Kazakhstan Humanitarian Institute named after M. Saparbayev,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
South Kazakhstan Pedagogical University,Pedagogy and methods of primary education,Biology,Geography,250,135,45,0,53,17
Caspian State University of Technology and Engineering named after S. Yesenov,Pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Mangistau University of Humanities and Technology,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Aktobe University S. Baisheva,Pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Kazakh State Women's Pedagogical University,Pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Kazakh National Pedagogical University named after Abay,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Al-Farabi Kazakh National University,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Central Asian University,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Arkalyk State Pedagogical Institute named after I. Altynsarin,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Atyrau State University named after H. Dosmukhamedov,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Syrdaria University,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
"Academy ""Bolashak""",pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Karaganda Academy of the Ministry of Internal Affairs of the Republic of Kazakhstan named after B. Beisenov,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Karaganda State University named after E. A. Buketov,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Central Kazakhstan Academy,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Kokshetau State University named after Sh. Ualikhanov,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Kokshetau University named after A. Myrzakhmetov,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
Kostanay State Pedagogical Institute,pedagogy and psychology,Biology,Geography,190,98,32,0,45,15
