id,university,prof_title,first_lesson,second_lesson,total grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
,Таразский государственный университет имени М.Дулати,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Алматинский технологический университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Университет международного бизнеса,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Каспийский общественный универси,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Академия экономики и права имени О. А. Джолдасбекова,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Университет «Туран»,Государственное и местное управление,,География,90,68,22,0,0,0
,Центрально-Азиатский университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Костанайский социально-технический университет имени З.Алдамжара,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Инновационный Евразийский университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Гуманитарно-техническая академия,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Казахстанско-Американский свободный университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Кокшетауский университет имени А. Мырзахметова,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,"Казахский университет экономики, финансов и международной торговли",Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Казахский университет технологии и бизнеса,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Университет «Туран—Астана»,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Центрально-Казахстанская академия,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Западно-Казахстанский инновационно-технологический университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Казахстанский университет инновационных и телекоммуникационных систем,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Казахстанский инженерно- педагогический университет дружбы народов,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Региональный социально-инновационный университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Таразский инновационно-гуманитарный университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Университет «Болашак»,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Южно-Казахстанский гуманитарный институт имени М. Сапарбаева,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Актюбинский университет им. С. Баишева,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Западно-Казахстанский аграрно-технический университет имени Жангир хана,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,"Казахстанский институт менеджмента, экономики и прогнозирования",Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Алматы Менеджмент Университет,Государственное и местное управление,Математика,География,90,68,22,0,0,0
,Казахский агротехнический университет имени С. Сейфуллина,Маркетинг,Математика,География,105,79,26,0,0,0
,Актюбинский государственный региональный университет им.К.Жубанова,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахский национальный педагогический университет имени Абая,Маркетинг,Математика,География,105,79,26,0,0,0
,Атырауский университет нефти и газа,Маркетинг,Математика,География,105,79,26,0,0,0
,Восточно-Казахстанский государственный технический университет имени Д. Серикбаева,Маркетинг,Математика,География,105,79,26,0,0,0
,Жетысуский государственный университет имени И. Жансугурова,Маркетинг,Математика,География,105,79,26,0,0,0
,Западно-Казахстанский государственный университет имени М. Утемисова,Маркетинг,Математика,География,105,79,26,0,0,0
,Университет «Нархоз»,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахский университет международных отношений и мировых языков имени Абылай хана,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахский национальный аграрный университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахский национальный университет имени аль-Фараби,Маркетинг,Математика,География,105,79,26,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Маркетинг,Математика,География,105,79,26,0,0,0
,Карагандинский государственный технический университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Кокшетауский государственный университет имени Ш. Уалиханова,Маркетинг,Математика,География,105,79,26,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Маркетинг,Математика,География,105,79,26,0,0,0
,Международный казахско-турецкий университет имени Х. А. Яссави,Маркетинг,Математика,География,105,79,26,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Маркетинг,Математика,География,105,79,26,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахская академия труда и социальных отношений,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахстанский инженерно-технологический университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Университет международного бизнеса,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахская автомобильно-дорожная академия имени Л.Гончарова,Маркетинг,Математика,География,105,79,26,0,0,0
,Каспийский общественный универси,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахстанско-Немецкий университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Университет «Туран»,Маркетинг,Математика,География,105,79,26,0,0,0
,Центрально-Азиатский университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Казахско-Русский международный университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Карагандинский экономический университет Казпотребсоюза,Маркетинг,Математика,География,105,79,26,0,0,0
,Гуманитарно-техническая академия,Маркетинг,Математика,География,105,79,26,0,0,0
,Алматинская академия экономики и статистики,Маркетинг,Математика,География,105,79,26,0,0,0
,"Казахский университет экономики, финансов и международной торговли",Маркетинг,Математика,География,105,79,26,0,0,0
,Университет имени Сулеймана Демиреля,Маркетинг,Математика,География,105,79,26,0,0,0
,Университет иностранных языков и деловой карьеры,Маркетинг,Математика,География,105,79,26,0,0,0
,Западно-Казахстанский аграрно-технический университет имени Жангир хана,Маркетинг,Математика,География,105,79,26,0,0,0
,"Казахстанский институт менеджмента, экономики и прогнозирования",Маркетинг,Математика,География,105,79,26,0,0,0
,Алматы Менеджмент Университет,Маркетинг,Математика,География,105,79,26,0,0,0
,Университет «Нархоз»,Статистика,Математика,География,32,24,8,0,0,0
,Алматинская академия экономики и статистики,Статистика,Математика,География,32,24,8,0,0,0
,"Казахский университет экономики, финансов и международной торговли",Статистика,Математика,География,32,24,8,0,0,0
,Университет «Нархоз»,Мировая экономика,География,Иностранный язык,40,30,10,0,0,0
,Казахский национальный университет имени аль-Фараби,Мировая экономика,География,Иностранный язык,40,30,10,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Мировая экономика,География,Иностранный язык,40,30,10,0,0,0
,Университет «Туран»,Мировая экономика,География,Иностранный язык,40,30,10,0,0,0
,"Казахский университет экономики, финансов и международной торговли",Мировая экономика,География,Иностранный язык,40,30,10,0,0,0
,Казахский университет международных отношений и мировых языков имени Абылай хана,Связь с общественностью,Творческий экзамен,Творческий экзамен,47,35,12,0,0,0
,Казахский национальный университет имени аль-Фараби,Связь с общественностью,Творческий экзамен,Творческий экзамен,47,35,12,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Связь с общественностью,Творческий экзамен,Творческий экзамен,47,35,12,0,0,0
,Университет «Туран»,Связь с общественностью,Творческий экзамен,Творческий экзамен,47,35,12,0,0,0
,Алматы Менеджмент Университет,Связь с общественностью,Творческий экзамен,Творческий экзамен,47,35,12,0,0,0
,Казахский национальный университет имени аль-Фараби,"Архивоведение, документоведение и документационное обеспечение",Казахский /Русский язык,Казахская /Русская литература,20,15,5,0,0,0
,Университет «Нархоз»,Организация и нормирование труда,Математика,География,21,15,6,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Организация и нормирование труда,Математика,География,21,15,6,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Государственный аудит,Математика,География,70,53,17,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Государственный аудит,Математика,География,70,53,17,0,0,0
,Международный казахско-турецкий университет имени Х. А. Яссави,Менеджмент спорта,Математика,География,0,0,0,0,0,0
,Казахский национальный педагогический университет имени Абая,Математика,Математика,Физика,370,278,92,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Математика,Математика,Физика,370,278,92,0,0,0
,Казахский национальный университет имени аль-Фараби,Математика,Математика,Физика,370,278,92,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Математика,Математика,Физика,370,278,92,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Математика,Математика,Физика,370,278,92,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Математика,Математика,Физика,370,278,92,0,0,0
,Инновационный Евразийский университет,Математика,Математика,Физика,370,278,92,0,0,0
,Региональный социально-инновационный университет,Математика,Математика,Физика,370,278,92,0,0,0
,Таразский инновационно-гуманитарный университет,Математика,Математика,Физика,370,278,92,0,0,0
,Университет имени Сулеймана Демиреля,Математика,Математика,Физика,370,278,92,0,0,0
,Казахский национальный педагогический университет имени Абая,Информатика,Математика,Физика,299,224,75,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Информатика,Математика,Физика,299,224,75,0,0,0
,Евразийский национальный университет имени Л. Н. Гумилёва,Информатика,Математика,Физика,299,224,75,0,0,0
,Западно-Казахстанский государственный университет имени М. Утемисова,Информатика,Математика,Физика,299,224,75,0,0,0
,Казахский национальный университет имени аль-Фараби,Информатика,Математика,Физика,299,224,75,0,0,0
,Карагандинский государственный технический университет,Информатика,Математика,Физика,299,224,75,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Информатика,Математика,Физика,299,224,75,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Информатика,Математика,Физика,299,224,75,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Информатика,Математика,Физика,299,224,75,0,0,0
,Казахстанский инженерно-технологический университет,Информатика,Математика,Физика,299,224,75,0,0,0
,Университет «Мирас»,Информатика,Математика,Физика,299,224,75,0,0,0
,Международный гуманитарно-технический университет,Информатика,Математика,Физика,299,224,75,0,0,0
,Университет «Сырдария»,Информатика,Математика,Физика,299,224,75,0,0,0
,Алматинская академия экономики и статистики,Информатика,Математика,Физика,299,224,75,0,0,0
,Евразийский технический университет,Информатика,Математика,Физика,299,224,75,0,0,0
,Южно-Казахстанский педагогический университет,Информатика,Математика,Физика,299,224,75,0,0,0
,Центрально-Казахстанская академия,Информатика,Математика,Физика,299,224,75,0,0,0
,Казахстанский инженерно- педагогический университет дружбы народов,Информатика,Математика,Физика,299,224,75,0,0,0
,Таразский инновационно-гуманитарный университет,Информатика,Математика,Физика,299,224,75,0,0,0
,Казахский национальный педагогический университет имени Абая,Механика,Математика,Физика,200,150,50,0,0,0
,Казахский национальный университет имени аль-Фараби,Механика,Математика,Физика,200,150,50,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Механика,Математика,Физика,200,150,50,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Механика,Математика,Физика,200,150,50,0,0,0
,Казахский национальный педагогический университет имени Абая,Физика,Математика,Физика,320,240,80,0,0,0
,Казахский национальный университет имени аль-Фараби,Физика,Математика,Физика,320,240,80,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Физика,Математика,Физика,320,240,80,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Физика,Математика,Физика,320,240,80,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Физика,Математика,Физика,320,240,80,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Физика,Математика,Физика,320,240,80,0,0,0
,Таразский инновационно-гуманитарный университет,Физика,Математика,Физика,320,240,80,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Ядерная физика,Математика,Физика,210,158,52,0,0,0
,Казахский национальный университет имени аль-Фараби,Ядерная физика,Математика,Физика,210,158,52,0,0,0
,Казахский национальный педагогический университет имени Абая,Химия,Химия,Физика,260,195,65,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Химия,Химия,Физика,260,195,65,0,0,0
,Западно-Казахстанский государственный университет имени М. Утемисова,Химия,Химия,Физика,260,195,65,0,0,0
,Казахский национальный университет имени аль-Фараби,Химия,Химия,Физика,260,195,65,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Химия,Химия,Физика,260,195,65,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Химия,Химия,Физика,260,195,65,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Химия,Химия,Физика,260,195,65,0,0,0
,Университет «Сырдария»,Химия,Химия,Физика,260,195,65,0,0,0
,Инновационный Евразийский университет,Химия,Химия,Физика,260,195,65,0,0,0
,Таразский инновационно-гуманитарный университет,Химия,Химия,Физика,260,195,65,0,0,0
,Казахский национальный педагогический университет имени Абая,Биология,Биология,Химия,350,263,87,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Биология,Биология,Химия,350,263,87,0,0,0
,Казахский национальный университет имени аль-Фараби,Биология,Биология,Химия,350,263,87,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Биология,Биология,Химия,350,263,87,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Биология,Биология,Химия,350,263,87,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Биология,Биология,Химия,350,263,87,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Биология,Биология,Химия,350,263,87,0,0,0
,Университет «Сырдария»,Биология,Биология,Химия,350,263,87,0,0,0
,Инновационный Евразийский университет,Биология,Биология,Химия,350,263,87,0,0,0
,Региональный социально-инновационный университет,Биология,Биология,Химия,350,263,87,0,0,0
,Таразский инновационно-гуманитарный университет,Биология,Биология,Химия,350,263,87,0,0,0
,Шымкентский университет,Биология,Биология,Химия,350,263,87,0,0,0
,Павлодарский государственный педагогический институт,Биология,Биология,Химия,350,263,87,0,0,0
,Казахский агротехнический университет имени С. Сейфуллина,Экология,Биология,География,315,236,79,0,0,0
,Каспийский государственный университет технологии и инжиниринга имени Ш. Есенова,Экология,Биология,География,315,236,79,0,0,0
,Актюбинский государственный региональный университет им.К.Жубанова,Экология,Биология,География,315,236,79,0,0,0
,Казахский национальный педагогический университет имени Абая,Экология,Биология,География,315,236,79,0,0,0
,Атырауский государственный университет имени Х. Досмухамедова,Экология,Биология,География,315,236,79,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Экология,Биология,География,315,236,79,0,0,0
,Евразийский национальный университет имени Л. Н. Гумилёва,Экология,Биология,География,315,236,79,0,0,0
,Жетысуский государственный университет имени И. Жансугурова,Экология,Биология,География,315,236,79,0,0,0
,Западно-Казахстанский государственный университет имени М. Утемисова,Экология,Биология,География,315,236,79,0,0,0
,Университет «Нархоз»,Экология,Биология,География,315,236,79,0,0,0
,Казахский национальный аграрный университет,Экология,Биология,География,315,236,79,0,0,0
,Казахский государственный женский педагогический университет,Экология,Биология,География,315,236,79,0,0,0
,Казахский национальный университет имени аль-Фараби,Экология,Биология,География,315,236,79,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Экология,Биология,География,315,236,79,0,0,0
,Кокшетауский государственный университет имени Ш. Уалиханова,Экология,Биология,География,315,236,79,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Экология,Биология,География,315,236,79,0,0,0
,Международный казахско-турецкий университет имени Х. А. Яссави,Экология,Биология,География,315,236,79,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Экология,Биология,География,315,236,79,0,0,0
,Государственный университет имени Шакарима г.Семей,Экология,Биология,География,315,236,79,0,0,0
,Таразский государственный университет имени М.Дулати,Экология,Биология,География,315,236,79,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Экология,Биология,География,315,236,79,0,0,0
,Алматинский технологический университет,Экология,Биология,География,315,236,79,0,0,0
,Университет международного бизнеса,Экология,Биология,География,315,236,79,0,0,0
,Гуманитарно-технический институт «Акмешит»,Экология,Биология,География,315,236,79,0,0,0
,Международный гуманитарно-технический университет,Экология,Биология,География,315,236,79,0,0,0
,Костанайский социально-технический университет имени З.Алдамжара,Экология,Биология,География,315,236,79,0,0,0
,Инновационный Евразийский университет,Экология,Биология,География,315,236,79,0,0,0
,Кокшетауский университет имени А. Мырзахметова,Экология,Биология,География,315,236,79,0,0,0
,Евразийский технический университет,Экология,Биология,География,315,236,79,0,0,0
,Казахский университет технологии и бизнеса,Экология,Биология,География,315,236,79,0,0,0
,Университет «Астана»,Экология,Биология,География,315,236,79,0,0,0
,Западно-Казахстанский инновационно-технологический университет,Экология,Биология,География,315,236,79,0,0,0
,Казахстанский университет инновационных и телекоммуникационных систем,Экология,Биология,География,315,236,79,0,0,0
,Региональный социально-инновационный университет,Экология,Биология,География,315,236,79,0,0,0
,Актюбинский университет им. С. Баишева,Экология,Биология,География,315,236,79,0,0,0
,Западно-Казахстанский аграрно-технический университет имени Жангир хана,Экология,Биология,География,315,236,79,0,0,0
,Казахский национальный педагогический университет имени Абая,География,География,Математика,200,150,50,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,География,География,Математика,200,150,50,0,0,0
,Западно-Казахстанский государственный университет имени М. Утемисова,География,География,Математика,200,150,50,0,0,0
,Казахский государственный женский педагогический университет,География,География,Математика,200,150,50,0,0,0
,Казахский национальный университет имени аль-Фараби,География,География,Математика,200,150,50,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,География,География,Математика,200,150,50,0,0,0
,Инновационный Евразийский университет,География,География,Математика,200,150,50,0,0,0
,Евразийский национальный университет имени Л. Н. Гумилёва,Гидрология,Математика,География,120,90,30,0,0,0
,Казахский национальный университет имени аль-Фараби,Гидрология,Математика,География,120,90,30,0,0,0
,Казахский национальный университет имени аль-Фараби,Физика и астрономия,Математика,Физика,220,165,55,0,0,0
,Казахский национальный университет имени аль-Фараби,Метеорология,Математика,География,91,68,23,0,0,0
,Казахский агротехнический университет имени С. Сейфуллина,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Евразийский национальный университет имени Л. Н. Гумилёва,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Казахский национальный аграрный университет,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Казахский национальный университет имени аль-Фараби,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Казахский национальный исследовательский технический университет имени К.И.Сатпаева,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Карагандинский государственный технический университет,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Кокшетауский государственный университет имени Ш. Уалиханова,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Костанайский государственный университет имени А. Байтурсынова,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Павлодарский государственный университет имени С. Торайгырова,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Государственный университет имени Шакарима г.Семей,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Таразский государственный университет имени М.Дулати,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Казахстанский инженерно-технологический университет,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Алматинский технологический университет,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Инновационный Евразийский университет,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Казахский университет технологии и бизнеса,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Западно-Казахстанский аграрно-технический университет имени Жангир хана,Биотехнология,Биология,Химия,995,746,249,0,0,0
,Атырауский университет нефти и газа,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Атырауский государственный университет имени Х. Досмухамедова,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Восточно-Казахстанский государственный технический университет имени Д. Серикбаева,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Евразийский национальный университет имени Л. Н. Гумилёва,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Жезказганский университет имени О. А. Байконурова,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахская академия транспорта и коммуникаций имени М. Тынышпаева,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахский национальный аграрный университет,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахский национальный университет имени аль-Фараби,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахский национальный исследовательский технический университет имени К.И.Сатпаева,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Карагандинский государственный технический университет,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Темиртау,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Международный казахско-турецкий университет имени Х. А. Яссави,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Павлодарский государственный университет имени С. Торайгырова,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Рудненский индустриальный институт,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Государственный университет имени Шакарима г.Семей,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Таразский государственный университет имени М.Дулати,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахстанский инженерно-технологический университет,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Алматинский технологический университет,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Алматинский университет энергетики и связи,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Каспийский общественный универси,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахско-Русский международный университет,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Костанайский инженерно-экономический университет им.М.Дулатова,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахский университет путей сообщения,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахстанский университет инновационных и телекоммуникационных систем,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Актюбинский университет им. С. Баишева,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахстанско-Британский технический университет,Автоматизация и управление,Математика,Физика,1530,1070,358,0,78,28
,Казахский агротехнический университет имени С. Сейфуллина,Информационные системы,Математика,Физика,1530,989,329,0,159,1530
,Каспийский государственный университет технологии и инжиниринга имени Ш. Есенова,Информационные системы,Математика,Физика,1530,989,329,0,159,1530
